"NAME","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Martins Mill ISD",2017,1,114.00,48.00,0.00,0.00,17.00
"Martins Mill ISD",2018,1,102.00,49.00,0.00,0.00,16.00
"Martins Mill ISD",2019,1,79.00,40.00,0.00,0.00,12.00
"Martins Mill ISD",2020,1,83.00,44.00,0.00,0.00,20.00
"McAllen ISD",2003,1,84.00,77.00,17.00,15.00,0.00
"McAllen ISD",2004,1,202.00,194.00,21.00,21.00,10.00
"McAllen ISD",2005,1,207.00,190.00,6.00,10.00,9.00
"McAllen ISD",2006,1,193.00,129.00,17.00,6.00,7.00
"McAllen ISD",2007,2,526.00,324.00,93.00,79.00,26.00
"McAllen ISD",2008,2,589.00,394.00,140.00,140.00,27.00
"McAllen ISD",2009,2,538.00,346.00,137.00,137.00,24.00
"McAllen ISD",2010,2,553.00,375.00,138.00,156.00,30.00
"McAllen ISD",2011,2,578.00,396.00,149.00,126.00,34.00
"McAllen ISD",2012,2,599.00,419.00,204.00,159.00,37.00
"McAllen ISD",2013,2,652.00,492.00,205.00,182.00,35.00
"McAllen ISD",2014,2,748.00,604.00,298.00,282.00,30.00
"McAllen ISD",2015,2,724.00,535.00,317.00,300.00,28.00
"McAllen ISD",2016,2,791.00,537.00,367.00,353.00,42.00
"McAllen ISD",2017,2,820.00,529.00,423.00,392.00,46.00
"McAllen ISD",2018,2,708.00,576.00,360.00,333.00,41.00
"McAllen ISD",2019,2,713.00,460.00,185.00,161.00,36.00
"McAllen ISD",2020,4,1002.00,888.00,566.00,115.00,49.00
"McKinney ISD",2009,1,82.00,0.00,0.00,0.00,6.00
"McKinney ISD",2010,1,129.00,0.00,0.00,0.00,12.00
"McKinney ISD",2011,2,485.00,304.00,0.00,0.00,14.00
"McKinney ISD",2012,1,108.00,108.00,6.00,6.00,6.00
"McKinney ISD",2013,1,900.00,75.00,4.00,4.00,37.00
"McKinney ISD",2014,1,1022.00,74.00,13.00,12.00,40.00
"McKinney ISD",2015,1,1097.00,85.00,31.00,30.00,53.00
"McKinney ISD",2016,1,1192.00,84.00,50.00,47.00,61.00
"McKinney ISD",2017,1,1230.00,75.00,97.00,84.00,67.00
"McKinney ISD",2018,1,1341.00,109.00,109.00,99.00,66.00
"McKinney ISD",2019,1,1406.00,145.00,112.00,0.00,73.00
"McKinney ISD",2020,1,1399.00,119.00,159.00,0.00,71.00
"Mercedes ISD",2000,1,51.00,35.00,1.00,1.00,1.00
"Mercedes ISD",2001,1,45.00,29.00,2.00,1.00,1.00
"Mercedes ISD",2002,1,95.00,36.00,1.00,1.00,4.00
"Mercedes ISD",2003,1,80.00,65.00,0.00,0.00,3.00
"Mercedes ISD",2004,1,51.00,19.00,0.00,0.00,0.00
"Mercedes ISD",2005,1,45.00,35.00,1.00,0.00,3.00
"Mercedes ISD",2006,1,52.00,34.00,3.00,0.00,3.00
"Mercedes ISD",2007,1,48.00,39.00,6.00,3.00,4.00
"Mercedes ISD",2008,1,70.00,60.00,9.00,9.00,5.00
"Mercedes ISD",2009,1,66.00,53.00,3.00,3.00,2.00
"Mercedes ISD",2010,1,82.00,79.00,4.00,4.00,5.00
"Mercedes ISD",2011,1,74.00,68.00,3.00,3.00,2.00
"Mercedes ISD",2012,1,92.00,84.00,5.00,5.00,7.00
"Mercedes ISD",2013,1,89.00,86.00,1.00,1.00,3.00
"Mercedes ISD",2014,1,93.00,86.00,0.00,0.00,4.00
"Mercedes ISD",2015,1,84.00,72.00,5.00,5.00,3.00
"Mercedes ISD",2016,1,108.00,103.00,2.00,2.00,5.00
"Mercedes ISD",2017,1,115.00,112.00,7.00,7.00,5.00
"Mercedes ISD",2018,1,112.00,109.00,6.00,5.00,8.00
"Mercedes ISD",2019,1,126.00,125.00,28.00,0.00,5.00
"Mercedes ISD",2020,1,110.00,99.00,24.00,0.00,13.00
"Mesquite ISD",2003,1,159.00,118.00,40.00,41.00,19.00
"Mesquite ISD",2004,1,196.00,185.00,71.00,70.00,8.00
"Mesquite ISD",2005,1,278.00,256.00,82.00,79.00,16.00
"Mesquite ISD",2008,1,89.00,36.00,4.00,4.00,12.00
"Mesquite ISD",2009,1,65.00,27.00,0.00,0.00,8.00
"Mesquite ISD",2011,1,62.00,44.00,0.00,0.00,3.00
"Mesquite ISD",2013,1,343.00,195.00,14.00,14.00,10.00
"Mesquite ISD",2014,1,428.00,350.00,48.00,41.00,15.00
"Mesquite ISD",2015,1,528.00,402.00,115.00,108.00,22.00
"Mesquite ISD",2016,4,1394.00,1017.00,451.00,430.00,81.00
"Mesquite ISD",2017,4,1486.00,1152.00,597.00,582.00,89.00
"Mesquite ISD",2018,3,1769.00,1328.00,720.00,707.00,113.00
"Mesquite ISD",2019,3,2034.00,1648.00,830.00,32.00,132.00
"Mesquite ISD",2020,4,2512.00,1865.00,1030.00,72.00,175.00
"Midland ISD",2000,3,682.00,276.00,0.00,0.00,0.00
"Midland ISD",2001,3,937.00,482.00,0.00,0.00,65.00
"Midland ISD",2002,3,804.00,361.00,50.00,49.00,63.00
"Midland ISD",2003,3,794.00,431.00,167.00,167.00,67.00
"Midland ISD",2004,3,738.00,483.00,124.00,124.00,94.00
"Midland ISD",2005,3,882.00,564.00,131.00,129.00,102.00
"Midland ISD",2006,3,838.00,517.00,136.00,133.00,73.00
"Midland ISD",2007,3,797.00,498.00,86.00,82.00,59.00
"Midland ISD",2008,3,763.00,469.00,93.00,92.00,54.00
"Midland ISD",2009,3,801.00,399.00,89.00,89.00,56.00
"Midland ISD",2010,3,842.00,551.00,94.00,93.00,63.00
"Midland ISD",2011,3,870.00,569.00,149.00,149.00,66.00
"Midland ISD",2012,3,863.00,489.00,94.00,94.00,77.00
"Midland ISD",2013,3,784.00,458.00,77.00,77.00,62.00
"Midland ISD",2014,4,884.00,453.00,72.00,71.00,43.00
"Midland ISD",2015,4,1062.00,413.00,80.00,72.00,45.00
"Midland ISD",2016,4,1157.00,480.00,70.00,68.00,55.00
"Midland ISD",2017,5,1273.00,632.00,72.00,62.00,56.00
"Midland ISD",2018,4,1368.00,639.00,72.00,70.00,65.00
"Midland ISD",2019,5,1532.00,632.00,44.00,0.00,79.00
"Midland ISD",2020,5,1628.00,584.00,47.00,0.00,83.00
"Mission Cons ISD",1997,1,93.00,69.00,0.00,0.00,0.00
"Mission Cons ISD",1998,1,167.00,14.00,0.00,0.00,8.00
"Mission Cons ISD",1999,1,243.00,82.00,0.00,0.00,0.00
"Mission Cons ISD",2000,1,179.00,105.00,0.00,0.00,2.00
"Mission Cons ISD",2001,1,172.00,172.00,12.00,12.00,1.00
"Mission Cons ISD",2002,1,199.00,140.00,15.00,15.00,3.00
"Mission Cons ISD",2003,1,192.00,188.00,0.00,4.00,28.00
"Mission Cons ISD",2004,1,165.00,160.00,46.00,46.00,38.00
"Mission Cons ISD",2005,1,148.00,144.00,64.00,64.00,10.00
"Mission Cons ISD",2006,1,139.00,137.00,76.00,76.00,8.00
"Mission Cons ISD",2007,2,275.00,200.00,153.00,153.00,19.00
"Mission Cons ISD",2008,2,314.00,271.00,163.00,160.00,14.00
"Mission Cons ISD",2009,2,314.00,278.00,184.00,183.00,13.00
"Mission Cons ISD",2010,2,247.00,197.00,126.00,125.00,11.00
"Mission Cons ISD",2011,2,295.00,291.00,182.00,182.00,10.00
"Mission Cons ISD",2012,2,408.00,303.00,159.00,153.00,30.00
"Mission Cons ISD",2013,3,450.00,417.00,189.00,187.00,33.00
"Mission Cons ISD",2014,3,521.00,483.00,216.00,210.00,30.00
"Mission Cons ISD",2015,3,589.00,538.00,291.00,287.00,28.00
"Mission Cons ISD",2016,4,608.00,549.00,387.00,380.00,27.00
"Mission Cons ISD",2017,4,1179.00,1071.00,667.00,645.00,59.00
"Mission Cons ISD",2018,4,1426.00,1242.00,766.00,743.00,82.00
"Mission Cons ISD",2019,4,1740.00,1572.00,336.00,634.00,105.00
"Mission Cons ISD",2020,4,1938.00,1765.00,1113.00,251.00,146.00
"Nacogdoches ISD",2009,1,154.00,16.00,0.00,0.00,11.00
"Nacogdoches ISD",2010,1,221.00,25.00,0.00,0.00,12.00
"Nacogdoches ISD",2011,1,261.00,39.00,0.00,0.00,10.00
"Nacogdoches ISD",2012,1,259.00,25.00,1.00,1.00,10.00
"Nacogdoches ISD",2013,1,252.00,19.00,3.00,2.00,10.00
"Nacogdoches ISD",2014,1,246.00,17.00,2.00,1.00,12.00
"Nacogdoches ISD",2015,1,250.00,19.00,3.00,2.00,8.00
"Nacogdoches ISD",2016,1,242.00,14.00,4.00,3.00,7.00
"Nacogdoches ISD",2017,1,255.00,22.00,6.00,5.00,16.00
"Nacogdoches ISD",2018,1,255.00,22.00,7.00,7.00,13.00
"Nacogdoches ISD",2019,1,256.00,16.00,5.00,0.00,19.00
"Nacogdoches ISD",2020,1,254.00,19.00,11.00,0.00,19.00
"New Braunfels ISD",1999,1,72.00,57.00,0.00,0.00,27.00
"New Braunfels ISD",2000,1,49.00,38.00,0.00,0.00,20.00
"New Braunfels ISD",2001,1,35.00,17.00,0.00,0.00,10.00
"New Braunfels ISD",2002,1,48.00,28.00,0.00,0.00,9.00
"New Braunfels ISD",2003,1,82.00,52.00,0.00,0.00,16.00
"New Braunfels ISD",2004,1,88.00,60.00,0.00,0.00,15.00
"New Braunfels ISD",2005,1,112.00,84.00,0.00,0.00,16.00
"New Braunfels ISD",2006,1,130.00,88.00,0.00,0.00,34.00
"New Braunfels ISD",2011,1,92.00,50.00,3.00,3.00,6.00
"New Braunfels ISD",2012,1,127.00,79.00,3.00,3.00,13.00
"New Braunfels ISD",2013,1,103.00,54.00,4.00,4.00,18.00
"New Braunfels ISD",2014,1,103.00,57.00,4.00,4.00,13.00
"New Braunfels ISD",2015,1,93.00,35.00,2.00,2.00,6.00
"New Braunfels ISD",2016,1,108.00,45.00,5.00,5.00,14.00
"New Braunfels ISD",2017,1,108.00,50.00,6.00,6.00,12.00
"New Braunfels ISD",2018,1,103.00,56.00,3.00,3.00,10.00
"New Braunfels ISD",2019,1,104.00,58.00,5.00,0.00,13.00
"New Braunfels ISD",2020,1,103.00,41.00,5.00,0.00,19.00
"New Waverly ISD",1999,1,224.00,224.00,0.00,0.00,31.00
"New Waverly ISD",2000,1,184.00,184.00,0.00,0.00,25.00
"New Waverly ISD",2001,1,194.00,194.00,0.00,0.00,34.00
"New Waverly ISD",2002,1,201.00,201.00,1.00,1.00,44.00
"New Waverly ISD",2003,1,203.00,203.00,0.00,0.00,34.00
"New Waverly ISD",2004,1,180.00,180.00,0.00,0.00,39.00
"New Waverly ISD",2005,1,168.00,168.00,0.00,0.00,30.00
"New Waverly ISD",2006,1,161.00,161.00,0.00,0.00,32.00
"New Waverly ISD",2007,1,172.00,172.00,11.00,11.00,29.00
"New Waverly ISD",2008,1,171.00,171.00,5.00,5.00,40.00
"New Waverly ISD",2009,1,146.00,146.00,0.00,0.00,21.00
"New Waverly ISD",2010,1,136.00,136.00,1.00,1.00,24.00
"New Waverly ISD",2011,1,110.00,110.00,2.00,2.00,32.00
"New Waverly ISD",2012,1,103.00,103.00,1.00,1.00,22.00
"New Waverly ISD",2013,1,100.00,100.00,0.00,0.00,28.00
"New Waverly ISD",2014,1,78.00,78.00,1.00,1.00,16.00
"New Waverly ISD",2015,1,72.00,72.00,6.00,6.00,12.00
"New Waverly ISD",2016,1,95.00,95.00,3.00,3.00,28.00
"New Waverly ISD",2017,1,89.00,89.00,3.00,3.00,18.00
"New Waverly ISD",2018,1,104.00,104.00,0.00,0.00,31.00
"New Waverly ISD",2019,1,103.00,103.00,5.00,0.00,22.00
"New Waverly ISD",2020,1,43.00,43.00,5.00,0.00,16.00
"North East ISD",1997,1,106.00,27.00,0.00,0.00,0.00
"North East ISD",1998,1,189.00,47.00,0.00,0.00,6.00
"North East ISD",1999,2,300.00,125.00,0.00,0.00,53.00
"North East ISD",2000,5,597.00,230.00,0.00,0.00,112.00
"North East ISD",2001,6,876.00,678.00,0.00,0.00,135.00
"North East ISD",2002,7,933.00,637.00,1.00,0.00,215.00
"North East ISD",2003,9,1506.00,1085.00,69.00,65.00,236.00
"North East ISD",2004,8,2206.00,1726.00,40.00,41.00,343.00
"North East ISD",2005,7,1843.00,1481.00,98.00,98.00,296.00
"North East ISD",2006,9,1932.00,1465.00,66.00,58.00,243.00
"North East ISD",2007,8,2407.00,1792.00,40.00,35.00,242.00
"North East ISD",2008,9,2824.00,2093.00,113.00,111.00,254.00
"North East ISD",2009,9,2673.00,2120.00,69.00,71.00,215.00
"North East ISD",2010,10,3010.00,2409.00,139.00,143.00,207.00
"North East ISD",2011,12,3726.00,3033.00,231.00,232.00,258.00
"North East ISD",2012,13,4167.00,3377.00,313.00,303.00,314.00
"North East ISD",2013,14,4148.00,3358.00,365.00,345.00,311.00
"North East ISD",2014,14,4452.00,3527.00,565.00,544.00,307.00
"North East ISD",2015,16,4513.00,3486.00,502.00,494.00,340.00
"North East ISD",2016,18,6383.00,4085.00,736.00,703.00,422.00
"North East ISD",2017,21,7094.00,4341.00,767.00,744.00,528.00
"North East ISD",2018,22,9085.00,5207.00,863.00,872.00,688.00
"North East ISD",2019,22,8735.00,5643.00,586.00,347.00,789.00
"North East ISD",2020,22,9024.00,5805.00,1039.00,34.00,1001.00
"Northside ISD (Bexar)",1999,1,389.00,187.00,1.00,0.00,22.00
"Northside ISD (Bexar)",2000,4,673.00,301.00,0.00,0.00,30.00
"Northside ISD (Bexar)",2001,5,892.00,631.00,0.00,0.00,48.00
"Northside ISD (Bexar)",2002,5,1415.00,795.00,22.00,21.00,92.00
"Northside ISD (Bexar)",2003,4,765.00,527.00,32.00,10.00,78.00
"Northside ISD (Bexar)",2004,5,1174.00,760.00,89.00,88.00,161.00
"Northside ISD (Bexar)",2005,8,1559.00,1274.00,114.00,103.00,262.00
"Northside ISD (Bexar)",2006,7,1539.00,1305.00,127.00,118.00,246.00
"Northside ISD (Bexar)",2007,7,1703.00,1376.00,101.00,92.00,236.00
"Northside ISD (Bexar)",2008,8,1932.00,1435.00,122.00,114.00,212.00
"Northside ISD (Bexar)",2009,12,3118.00,2253.00,215.00,205.00,197.00
"Northside ISD (Bexar)",2010,12,3504.00,2532.00,294.00,273.00,230.00
"Northside ISD (Bexar)",2011,13,3555.00,2721.00,317.00,277.00,211.00
"Northside ISD (Bexar)",2012,9,2632.00,1856.00,265.00,259.00,207.00
"Northside ISD (Bexar)",2013,11,2672.00,1494.00,364.00,344.00,221.00
"Northside ISD (Bexar)",2014,12,3368.00,1795.00,448.00,414.00,243.00
"Northside ISD (Bexar)",2015,12,3586.00,1959.00,421.00,377.00,245.00
"Northside ISD (Bexar)",2016,13,3708.00,2475.00,465.00,427.00,299.00
"Northside ISD (Bexar)",2017,13,3965.00,2641.00,477.00,442.00,335.00
"Northside ISD (Bexar)",2018,16,5115.00,3002.00,674.00,606.00,369.00
"Northside ISD (Bexar)",2019,20,7871.00,4089.00,757.00,102.00,492.00
"Northside ISD (Bexar)",2020,24,9436.00,4951.00,1236.00,24.00,702.00
"Northwest ISD",2004,1,197.00,0.00,0.00,0.00,0.00
"Northwest ISD",2005,1,267.00,0.00,0.00,0.00,16.00
"Northwest ISD",2006,1,322.00,0.00,0.00,0.00,32.00
"Northwest ISD",2007,1,350.00,0.00,0.00,0.00,41.00
"Northwest ISD",2008,1,379.00,0.00,0.00,0.00,38.00
"Northwest ISD",2009,1,408.00,0.00,0.00,0.00,33.00
"Northwest ISD",2010,1,480.00,0.00,2.00,2.00,35.00
"Northwest ISD",2011,1,520.00,0.00,2.00,2.00,31.00
"Northwest ISD",2012,1,617.00,0.00,1.00,1.00,27.00
"Northwest ISD",2013,1,670.00,0.00,0.00,0.00,30.00
"Northwest ISD",2014,1,695.00,0.00,1.00,1.00,29.00
"Northwest ISD",2015,3,2201.00,227.00,84.00,84.00,116.00
"Northwest ISD",2016,3,2241.00,258.00,147.00,147.00,116.00
"Northwest ISD",2017,3,2250.00,318.00,152.00,152.00,106.00
"Northwest ISD",2018,4,2695.00,493.00,235.00,235.00,124.00
"Northwest ISD",2019,4,2800.00,641.00,182.00,869.00,144.00
"Northwest ISD",2020,4,2918.00,753.00,354.00,0.00,155.00
"Overton ISD",2020,1,60.00,60.00,0.00,0.00,0.00
"Palestine ISD",2000,1,32.00,32.00,0.00,0.00,1.00
"Palestine ISD",2002,1,93.00,25.00,4.00,1.00,9.00
"Palestine ISD",2003,1,101.00,24.00,0.00,0.00,15.00
"Palestine ISD",2004,1,81.00,27.00,0.00,0.00,8.00
"Palestine ISD",2005,1,82.00,49.00,0.00,0.00,15.00
"Palestine ISD",2006,1,71.00,40.00,0.00,0.00,11.00
"Palestine ISD",2007,1,80.00,43.00,0.00,0.00,11.00
"Palestine ISD",2008,2,141.00,99.00,0.00,0.00,36.00
"Palestine ISD",2009,1,129.00,91.00,0.00,0.00,32.00
"Palestine ISD",2010,1,103.00,68.00,0.00,0.00,13.00
"Palestine ISD",2011,1,132.00,99.00,0.00,0.00,13.00
"Palestine ISD",2012,1,120.00,97.00,0.00,0.00,10.00
"Palestine ISD",2013,2,130.00,63.00,0.00,0.00,6.00
"Palestine ISD",2014,2,222.00,118.00,0.00,0.00,20.00
"Palestine ISD",2015,1,175.00,38.00,0.00,0.00,8.00
"Palestine ISD",2016,1,164.00,48.00,0.00,0.00,5.00
"Palestine ISD",2017,1,202.00,67.00,1.00,0.00,5.00
"Palestine ISD",2018,1,201.00,58.00,1.00,0.00,7.00
"Pasadena ISD",2001,1,380.00,288.00,0.00,0.00,10.00
"Pasadena ISD",2002,1,423.00,231.00,0.00,11.00,17.00
"Pasadena ISD",2003,1,505.00,378.00,119.00,10.00,19.00
"Pasadena ISD",2004,2,772.00,542.00,81.00,17.00,43.00
"Pasadena ISD",2005,2,958.00,696.00,59.00,18.00,55.00
"Pasadena ISD",2006,2,959.00,719.00,11.00,7.00,51.00
"Pasadena ISD",2007,2,1046.00,813.00,8.00,4.00,55.00
"Pasadena ISD",2008,2,1117.00,862.00,52.00,24.00,91.00
"Pasadena ISD",2009,2,1070.00,836.00,45.00,22.00,73.00
"Pasadena ISD",2010,2,1121.00,868.00,115.00,113.00,89.00
"Pasadena ISD",2011,2,1126.00,860.00,70.00,68.00,90.00
"Pasadena ISD",2012,2,1187.00,972.00,63.00,62.00,82.00
"Pasadena ISD",2013,2,1231.00,825.00,69.00,69.00,70.00
"Pasadena ISD",2014,3,1561.00,1221.00,155.00,154.00,69.00
"Pasadena ISD",2015,3,1678.00,1139.00,189.00,189.00,73.00
"Pasadena ISD",2016,7,2242.00,1491.00,253.00,234.00,97.00
"Pasadena ISD",2017,8,2579.00,1950.00,448.00,422.00,102.00
"Pasadena ISD",2018,10,4146.00,2614.00,1073.00,1044.00,218.00
"Pasadena ISD",2019,11,4501.00,3364.00,880.00,860.00,282.00
"Pasadena ISD",2020,12,5278.00,4080.00,1635.00,79.00,361.00
"Pearland ISD",2020,1,57.00,24.00,0.00,0.00,0.00
"Pflugerville ISD",1999,2,159.00,4.00,0.00,0.00,10.00
"Pflugerville ISD",2000,2,225.00,10.00,0.00,0.00,23.00
"Pflugerville ISD",2001,2,292.00,7.00,0.00,0.00,26.00
"Pflugerville ISD",2002,2,352.00,7.00,0.00,0.00,25.00
"Pflugerville ISD",2003,2,434.00,25.00,0.00,0.00,28.00
"Pflugerville ISD",2004,1,328.00,39.00,0.00,0.00,34.00
"Pflugerville ISD",2005,1,330.00,41.00,0.00,0.00,35.00
"Pflugerville ISD",2006,1,360.00,58.00,2.00,2.00,36.00
"Pflugerville ISD",2007,1,372.00,76.00,3.00,3.00,38.00
"Pflugerville ISD",2008,1,337.00,80.00,2.00,2.00,40.00
"Pflugerville ISD",2009,2,534.00,157.00,12.00,12.00,52.00
"Pflugerville ISD",2010,2,771.00,278.00,33.00,35.00,67.00
"Pflugerville ISD",2011,2,1001.00,390.00,52.00,48.00,80.00
"Pflugerville ISD",2012,2,1098.00,449.00,69.00,61.00,74.00
"Pflugerville ISD",2013,2,1126.00,464.00,79.00,77.00,93.00
"Pflugerville ISD",2014,2,1167.00,528.00,95.00,95.00,92.00
"Pflugerville ISD",2015,2,1254.00,564.00,140.00,137.00,85.00
"Pflugerville ISD",2016,3,1468.00,629.00,213.00,207.00,101.00
"Pflugerville ISD",2017,3,1626.00,682.00,269.00,267.00,122.00
"Pflugerville ISD",2018,3,1706.00,801.00,339.00,335.00,146.00
"Pflugerville ISD",2019,6,2483.00,1380.00,677.00,5.00,200.00
"Pflugerville ISD",2020,7,2832.00,1789.00,914.00,19.00,267.00
"Pharr-San Juan-Alamo ISD",2000,1,53.00,0.00,0.00,0.00,0.00
"Pharr-San Juan-Alamo ISD",2001,1,159.00,3.00,0.00,0.00,2.00
"Pharr-San Juan-Alamo ISD",2002,1,206.00,32.00,78.00,78.00,7.00
"Pharr-San Juan-Alamo ISD",2003,1,127.00,90.00,81.00,81.00,12.00
"Pharr-San Juan-Alamo ISD",2004,1,112.00,87.00,77.00,77.00,16.00
"Pharr-San Juan-Alamo ISD",2005,2,391.00,286.00,212.00,211.00,34.00
"Pharr-San Juan-Alamo ISD",2006,2,412.00,332.00,190.00,189.00,21.00
"Pharr-San Juan-Alamo ISD",2007,2,542.00,367.00,250.00,248.00,26.00
"Pharr-San Juan-Alamo ISD",2008,2,575.00,467.00,239.00,238.00,20.00
"Pharr-San Juan-Alamo ISD",2009,3,977.00,792.00,456.00,454.00,29.00
"Pharr-San Juan-Alamo ISD",2010,4,1379.00,1129.00,492.00,490.00,38.00
"Pharr-San Juan-Alamo ISD",2011,5,2164.00,1803.00,589.00,581.00,60.00
"Pharr-San Juan-Alamo ISD",2012,5,3001.00,2556.00,783.00,770.00,118.00
"Pharr-San Juan-Alamo ISD",2013,6,3475.00,2982.00,1173.00,1154.00,127.00
"Pharr-San Juan-Alamo ISD",2014,5,3162.00,2719.00,1002.00,987.00,136.00
"Pharr-San Juan-Alamo ISD",2015,5,3423.00,2920.00,1210.00,1195.00,140.00
"Pharr-San Juan-Alamo ISD",2016,5,3453.00,3008.00,1281.00,1265.00,143.00
"Pharr-San Juan-Alamo ISD",2017,6,3771.00,3282.00,1520.00,1501.00,158.00
"Pharr-San Juan-Alamo ISD",2018,6,3730.00,3253.00,1484.00,1467.00,165.00
"Pharr-San Juan-Alamo ISD",2019,9,4780.00,4202.00,904.00,1191.00,213.00
"Pharr-San Juan-Alamo ISD",2020,8,4910.00,4106.00,2301.00,770.00,248.00
"Pilot Point ISD",2012,1,124.00,4.00,0.00,0.00,20.00
"Pilot Point ISD",2013,1,145.00,10.00,0.00,0.00,22.00
"Pilot Point ISD",2014,1,177.00,41.00,6.00,0.00,13.00
"Plano ISD",2013,1,433.00,190.00,94.00,86.00,17.00
"Plano ISD",2014,1,686.00,313.00,159.00,134.00,33.00
"Plano ISD",2015,3,1130.00,519.00,236.00,211.00,74.00
"Plano ISD",2016,3,1456.00,669.00,329.00,287.00,82.00
"Plano ISD",2017,3,1488.00,602.00,405.00,376.00,95.00
"Plano ISD",2018,5,1472.00,689.00,394.00,377.00,115.00
"Plano ISD",2019,5,1532.00,810.00,349.00,19.00,135.00
"Plano ISD",2020,4,1470.00,780.00,366.00,15.00,145.00
"Port Arthur ISD",2000,1,157.00,87.00,0.00,0.00,5.00
"Port Arthur ISD",2001,1,117.00,90.00,0.00,0.00,10.00
"Port Arthur ISD",2002,1,134.00,123.00,0.00,0.00,5.00
"Port Arthur ISD",2003,1,160.00,147.00,0.00,0.00,21.00
"Port Arthur ISD",2004,1,222.00,137.00,0.00,0.00,18.00
"Port Arthur ISD",2005,1,334.00,305.00,0.00,0.00,29.00
"Port Arthur ISD",2006,1,343.00,207.00,0.00,0.00,17.00
"Port Arthur ISD",2007,1,338.00,323.00,0.00,0.00,32.00
"Port Arthur ISD",2008,1,411.00,378.00,0.00,0.00,27.00
"Port Arthur ISD",2009,1,387.00,365.00,0.00,0.00,32.00
"Port Arthur ISD",2010,1,370.00,355.00,0.00,0.00,28.00
"Port Arthur ISD",2011,4,623.00,584.00,0.00,0.00,55.00
"Port Arthur ISD",2012,4,636.00,614.00,23.00,12.00,51.00
"Port Arthur ISD",2013,4,641.00,571.00,15.00,10.00,38.00
"Port Arthur ISD",2014,4,568.00,500.00,20.00,14.00,25.00
"Port Arthur ISD",2015,4,796.00,720.00,77.00,41.00,34.00
"Port Arthur ISD",2016,4,942.00,845.00,108.00,66.00,37.00
"Port Arthur ISD",2017,5,1283.00,1196.00,336.00,332.00,48.00
"Port Arthur ISD",2018,5,1287.00,1077.00,451.00,439.00,52.00
"Port Arthur ISD",2019,5,1569.00,1265.00,156.00,481.00,59.00
"Port Arthur ISD",2020,5,1838.00,1693.00,838.00,0.00,65.00
"Post ISD",2011,1,55.00,55.00,2.00,0.00,15.00
"Post ISD",2012,1,53.00,53.00,1.00,0.00,13.00
"Post ISD",2013,1,53.00,53.00,5.00,0.00,10.00
"Raymondville ISD",2005,1,77.00,75.00,4.00,4.00,19.00
"Raymondville ISD",2006,1,67.00,67.00,6.00,6.00,15.00
"Raymondville ISD",2007,1,71.00,71.00,8.00,7.00,6.00
"Raymondville ISD",2008,1,94.00,94.00,2.00,2.00,10.00
"Raymondville ISD",2009,1,72.00,71.00,6.00,5.00,4.00
"Raymondville ISD",2010,1,55.00,55.00,2.00,2.00,5.00
"Raymondville ISD",2014,1,91.00,81.00,0.00,0.00,5.00
"Raymondville ISD",2015,1,105.00,77.00,1.00,1.00,6.00
"Red Oak ISD",2006,1,747.00,196.00,30.00,29.00,63.00
"Red Oak ISD",2007,1,952.00,234.00,26.00,26.00,96.00
"Red Oak ISD",2008,1,1096.00,254.00,29.00,29.00,99.00
"Red Oak ISD",2009,1,1263.00,312.00,31.00,31.00,90.00
"Red Oak ISD",2010,1,1401.00,398.00,35.00,35.00,89.00
"Red Oak ISD",2011,1,1501.00,455.00,40.00,39.00,97.00
"Red Oak ISD",2012,1,1554.00,508.00,49.00,47.00,112.00
"Red Oak ISD",2013,1,1625.00,583.00,61.00,59.00,110.00
"Red Oak ISD",2014,1,1774.00,650.00,71.00,69.00,126.00
"Red Oak ISD",2015,1,1949.00,704.00,81.00,79.00,127.00
"Red Oak ISD",2016,1,1051.00,448.00,61.00,58.00,63.00
"Red Oak ISD",2017,1,1051.00,400.00,57.00,57.00,63.00
"Red Oak ISD",2018,1,1030.00,470.00,54.00,52.00,72.00
"Red Oak ISD",2019,1,1064.00,518.00,54.00,0.00,101.00
"Red Oak ISD",2020,1,1044.00,510.00,61.00,0.00,109.00
"Richardson ISD",2002,1,268.00,69.00,7.00,0.00,49.00
"Richardson ISD",2003,2,550.00,192.00,27.00,2.00,58.00
"Richardson ISD",2004,2,637.00,157.00,14.00,6.00,91.00
"Richardson ISD",2005,3,921.00,420.00,47.00,38.00,101.00
"Richardson ISD",2006,3,1107.00,563.00,68.00,52.00,107.00
"Richardson ISD",2007,4,1702.00,803.00,162.00,145.00,129.00
"Richardson ISD",2008,4,1726.00,776.00,194.00,160.00,121.00
"Richardson ISD",2009,4,1832.00,932.00,195.00,179.00,124.00
"Richardson ISD",2010,4,1865.00,877.00,189.00,189.00,135.00
"Richardson ISD",2011,4,2096.00,1158.00,208.00,200.00,126.00
"Richardson ISD",2012,4,2316.00,1465.00,263.00,245.00,145.00
"Richardson ISD",2013,6,2605.00,1539.00,353.00,328.00,163.00
"Richardson ISD",2014,6,2722.00,1659.00,427.00,407.00,186.00
"Richardson ISD",2015,5,2587.00,1551.00,493.00,473.00,171.00
"Richardson ISD",2016,4,2392.00,1482.00,492.00,470.00,145.00
"Richardson ISD",2017,4,2457.00,1469.00,548.00,528.00,138.00
